,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
15389,Albrecht Durer,1498,religious painting,1200.0,1577.0,341034.0,wikiart,Northern Renaissance,St John`s Vision of Christ and the Seven Candlesticks,train_and_test,True,23114.jpg
15467,Albrecht Durer,,sketch and study,1576.0,1194.0,327213.0,wikiart,Northern Renaissance,"Studies on a great ""picture of Mary""   Angel playing",train_and_test,False,55794.jpg
15468,Ivan Aivazovsky,1888,religious painting,1200.0,1568.0,192024.0,wikiart,Romanticism,Jesus walks on water,train_and_test,False,35443.jpg
15479,Ivan Aivazovsky,1875,marina,1642.0,1145.0,314062.0,wikiart,Romanticism,The Shipwreck on Northern sea   ,train_and_test,False,50645.jpg
15568,Albrecht Durer,1493,sketch and study,2048.0,913.0,205388.0,wikiart,Northern Renaissance,Adoration of kings ,train_and_test,True,76596.jpg
15576,Marc Chagall,1911,genre painting,1834.0,1019.0,342707.0,wikiart,Expressionism,Interior II,train_and_test,False,2437.jpg
15578,Albrecht Durer,,religious painting,1168.0,1600.0,370152.0,wikiart,Northern Renaissance,King David does repentance ,train_and_test,True,58574.jpg
15598,Ivan Aivazovsky,1869,landscape,1554.0,1200.0,462635.0,wikiart,Romanticism,View of Tiflis,train_and_test,True,53065.jpg
15639,Albrecht Durer,,genre painting,1576.0,1180.0,341254.0,wikiart,Northern Renaissance,Irish soldiers and peasants,train_and_test,True,5142.jpg
15726,Pierre-Auguste Renoir,1869,genre painting,1588.0,1164.0,272523.0,wikiart,Impressionism,La Grenouillere,train_and_test,True,7712.jpg
15741,Ivan Aivazovsky,1873,marina,1539.0,1200.0,343839.0,wikiart,Romanticism,The Rainbow,train_and_test,False,65446.jpg
15746,Marc Chagall,c.1947,genre painting,1154.0,1600.0,390315.0,wikiart,Surrealism,Bouquet with flying lovers,train_and_test,True,16127.jpg
15748,Pierre-Auguste Renoir,c.1889,genre painting,749.0,2465.0,326921.0,wikiart,Impressionism,Girl with a basket of fish,train_and_test,True,67685.jpg
15751,Albrecht Durer,1513,religious painting,1622.0,1138.0,636005.0,wikiart,Northern Renaissance,St Anthony at the City,train_and_test,False,99754.jpg
15760,Rembrandt,1666,genre painting,1600.0,1153.0,260403.0,wikiart,Baroque,The Jewish Bride,train_and_test,True,75509.jpg
15875,Rembrandt,,religious painting,1600.0,1145.0,459309.0,wikiart,Baroque,The Hundred Guilder Print,train_and_test,True,67125.jpg
15876,Ivan Aivazovsky,1899,cityscape,1720.0,1065.0,368758.0,wikiart,Romanticism,Constantinople Sunset,train_and_test,True,21211.jpg
15894,Pierre-Auguste Renoir,1883,portrait,1207.0,1516.0,357632.0,wikiart,Impressionism,By the Seashore,train_and_test,True,89605.jpg
15901,Pierre-Auguste Renoir,c.1889,genre painting,741.0,2467.0,332488.0,wikiart,Impressionism,Girl with a basket of oranges,train_and_test,True,80546.jpg
15926,Albrecht Durer,1528,mythological painting,1184.0,1542.0,270256.0,wikiart,Northern Renaissance,A sea monster bearing away a princess,train_and_test,False,72104.jpg
15946,Pierre-Auguste Renoir,,nude painting (nu),1200.0,1520.0,578290.0,wikiart,Impressionism,After the Bath,train_and_test,True,47314.jpg
15953,Pierre-Auguste Renoir,1864,portrait,1194.0,1527.0,289725.0,wikiart,Impressionism,Romaine Lascaux,train_and_test,False,66086.jpg
15975,Ivan Aivazovsky,1874,marina,1226.0,1485.0,363964.0,wikiart,Romanticism,Frozen Bosphorus Under Snow,train_and_test,True,59010.jpg
15994,Pierre-Auguste Renoir,1874,portrait,1188.0,1531.0,571506.0,wikiart,Impressionism,The box,train_and_test,True,41169.jpg
16050,Pierre-Auguste Renoir,1892,genre painting,1164.0,1558.0,497203.0,wikiart,Impressionism,Girls at the Piano,train_and_test,True,98869.jpg
16138,Ivan Aivazovsky,1868,cityscape,1502.0,1200.0,330429.0,wikiart,Romanticism,View of Tiflis,train_and_test,True,59147.jpg
16156,Albrecht Durer,,religious painting,1152.0,1563.0,288008.0,wikiart,Northern Renaissance,Conversion of Paul ,train_and_test,True,27199.jpg
16157,Pierre-Auguste Renoir,,nude painting (nu),1183.0,1522.0,630542.0,wikiart,Impressionism,Gabrielle Sun,train_and_test,False,15366.jpg
16188,Rembrandt,,landscape,1600.0,1124.0,215277.0,wikiart,Baroque,The Stone Bridge,train_and_test,False,48416.jpg
16205,Albrecht Durer,1498,religious painting,1160.0,1548.0,500642.0,wikiart,Northern Renaissance,St. John Devouring the Book from the 'Apocalypse',train_and_test,False,28909.jpg
16281,Ivan Aivazovsky,1845,landscape,1702.0,1050.0,1502786.0,wikiart,Romanticism,Bay of Naples,train_and_test,True,31664.jpg
16327,Pierre-Auguste Renoir,1887,nude painting (nu),1638.0,1088.0,720144.0,wikiart,Impressionism,The Large Bathers,train_and_test,False,39484.jpg
16357,Pierre-Auguste Renoir,1872,portrait,1218.0,1461.0,515101.0,wikiart,Impressionism,Claude Monet Reading,train_and_test,True,10243.jpg
16407,Albrecht Durer,c.1501,religious painting,1148.0,1546.0,390262.0,wikiart,Northern Renaissance,Saint Eustace ,train_and_test,False,6763.jpg
16465,Marc Chagall,1937,history painting,1834.0,964.0,308746.0,wikiart,Surrealism,The Revolution,train_and_test,True,46938.jpg
16505,Pierre-Auguste Renoir,1908,portrait,1161.0,1518.0,538940.0,wikiart,Impressionism,Ambroise Vollard,train_and_test,False,4015.jpg
16615,Ivan Aivazovsky,1850,landscape,1624.0,1077.0,207157.0,wikiart,Romanticism,Crimean Tartars on the Sea Shore,train_and_test,True,89244.jpg
16639,Pierre-Auguste Renoir,1876,genre painting,1141.0,1531.0,473576.0,wikiart,Impressionism,The Swing (La Balançoire),train_and_test,True,101901.jpg
16776,Ivan Aivazovsky,1876,landscape,1625.0,1067.0,321847.0,wikiart,Romanticism,Loading Provisions off the Crimean Coast,train_and_test,True,23402.jpg
16807,Ivan Aivazovsky,1852,marina,1625.0,1065.0,261308.0,wikiart,Romanticism,Sevastopol,train_and_test,True,56229.jpg
16860,Marc Chagall,1963,symbolic painting,1020.0,1690.0,365366.0,wikiart,Naïve Art (Primitivism),Music,train_and_test,True,68025.jpg
16875,Albrecht Durer,,design,1285.0,1341.0,933869.0,wikipedia,Northern Renaissance,Star map,train_and_test,True,22279.jpg
16924,Albrecht Durer,1520,portrait,1600.0,1074.0,260017.0,wikiart,Northern Renaissance,Portrait of Caspar tower and a river landscape ,train_and_test,True,11696.jpg
16943,Ivan Aivazovsky,1860,marina,1600.0,1073.0,248235.0,wikiart,Romanticism,Ships in a Storm  ,train_and_test,True,18598.jpg
17055,Rembrandt,1652,animal painting,1600.0,1067.0,388213.0,wikiart,Baroque,Lion Resting,train_and_test,True,79383.jpg
17060,Rembrandt,1632,genre painting,1600.0,1067.0,226242.0,wikiart,Baroque,Philosopher in Meditation,train_and_test,False,12656.jpg
17071,Pierre-Auguste Renoir,,sketch and study,1600.0,1067.0,341270.0,wikiart,Impressionism,The Children,train_and_test,False,33421.jpg
17150,Pierre-Auguste Renoir,1881,genre painting,1600.0,1063.0,387073.0,wikiart,Impressionism,The Luncheon of the Boating Party,train_and_test,True,54404.jpg
17213,Marc Chagall,1962,genre painting,1011.0,1677.0,471794.0,wikiart,Naïve Art (Primitivism),Dance,train_and_test,True,33898.jpg
17229,Albrecht Durer,,sketch and study,1256.0,1349.0,293294.0,wikiart,Northern Renaissance,Studies by two riders,train_and_test,True,49089.jpg
17337,Ivan Aivazovsky,1872,landscape,1625.0,1037.0,392072.0,wikiart,Romanticism,Moscow in Winter from the Sparrow Hills  ,train_and_test,True,84934.jpg
17344,Ivan Aivazovsky,1868,genre painting,1475.0,1142.0,376217.0,wikiart,Romanticism,Winter Scene in Little Russia   ,train_and_test,True,73714.jpg
17503,Ivan Aivazovsky,1866,genre painting,1429.0,1163.0,441482.0,wikiart,Romanticism,Little Russian Ox Cart in Winter   ,train_and_test,True,92679.jpg
17697,Rembrandt,1658,mythological painting,1278.0,1280.0,752244.0,wikiart,Baroque,The phoenix or the statue overthrown,train_and_test,True,35289.jpg
17699,Albrecht Durer,c.1495,religious painting,1136.0,1440.0,212402.0,wikiart,Northern Renaissance,The holy family with the dragon fly,train_and_test,True,71792.jpg
17735,Pierre-Auguste Renoir,c.1876,portrait,774.0,2106.0,315429.0,wikiart,Impressionism,Man on a Staircase,train_and_test,False,98471.jpg
17742,Ivan Aivazovsky,1866,landscape,1525.0,1068.0,271729.0,wikiart,Romanticism,Sunset over the Golden Horn,train_and_test,False,94324.jpg
17913,Albrecht Durer,,genre painting,3000.0,536.0,191677.0,wikiart,Northern Renaissance,The great chariot,train_and_test,True,53860.jpg
17934,Marc Chagall,1912,genre painting,1820.0,882.0,208898.0,wikiart,Cubism,The Cattle Dealer,train_and_test,False,38708.jpg
17935,Rembrandt,1636,religious painting,1280.0,1254.0,810790.0,wikiart,Baroque,The return of the prodigal son,train_and_test,True,102466.jpg
17994,Ivan Aivazovsky,1880,landscape,1137.0,1405.0,433339.0,wikiart,Romanticism,Constantinople,train_and_test,True,93361.jpg
18000,Pierre-Auguste Renoir,c.1876,portrait,775.0,2060.0,335933.0,wikiart,Impressionism,Woman on a Staircase,train_and_test,True,35935.jpg
18074,Ivan Aivazovsky,1851,landscape,1725.0,920.0,254742.0,wikiart,Romanticism,View of Moscow from Sparrow Hills,train_and_test,True,7073.jpg
18167,Ivan Aivazovsky,1900,marina,1525.0,1034.0,263121.0,wikiart,Romanticism,Exploding Ship   ,train_and_test,True,7714.jpg
18178,Rembrandt,1639,genre painting,1231.0,1280.0,366767.0,wikiart,Baroque,The skater,train_and_test,True,46353.jpg
18238,Albrecht Durer,,sketch and study,1600.0,982.0,259523.0,wikiart,Northern Renaissance,"Studies on a great ""picture of Mary""   girl's head and pair of hands",train_and_test,True,82222.jpg
18275,Albrecht Durer,,sketch and study,1024.0,1531.0,392502.0,wikiart,Northern Renaissance,Study of Three Hands,train_and_test,True,34389.jpg
18308,Ivan Aivazovsky,1887,marina,1063.0,1471.0,427630.0,wikiart,Romanticism,Ship in the Stormy Sea,train_and_test,False,48976.jpg
18359,Rembrandt,1669,self-portrait,1200.0,1298.0,938838.0,wikiart,Baroque,Self-portrait,train_and_test,False,52703.jpg
18369,Rembrandt,1634,portrait,1297.0,1200.0,135609.0,wikiart,Baroque,Artemisia,train_and_test,True,92716.jpg
18415,Albrecht Durer,c.1508,sketch and study,1024.0,1514.0,311236.0,wikiart,Northern Renaissance,Hands of an Apostle,train_and_test,False,82813.jpg
18507,Rembrandt,1631,self-portrait,1202.0,1280.0,1003016.0,wikiart,Baroque,Self-portrait with long bushy hair,train_and_test,True,76669.jpg
18509,Rembrandt,1628,self-portrait,1202.0,1280.0,938528.0,wikiart,Baroque,Self-portrait leaning forward bust,train_and_test,True,99419.jpg
18609,Rembrandt,1641,portrait,1192.0,1280.0,797998.0,wikiart,Baroque,The card player,train_and_test,True,39708.jpg
18769,Albrecht Durer,,portrait,1000.0,1506.0,301077.0,wikiart,Northern Renaissance,Portrait of Lucas Cranach the Elder ,train_and_test,False,15212.jpg
18821,Rembrandt,1632,genre painting,1172.0,1280.0,745604.0,wikiart,Baroque,The rat poison peddler (The rat catcher),train_and_test,True,63718.jpg
18822,Rembrandt,1630,self-portrait,1172.0,1280.0,941303.0,wikiart,Baroque,Self-portrait open mouthed,train_and_test,True,23416.jpg
18857,Rembrandt,1642,genre painting,1169.0,1280.0,445731.0,wikiart,Baroque,Student at a table by candlelight,train_and_test,True,10216.jpg
18877,Ivan Aivazovsky,1871,landscape,1334.0,1120.0,191914.0,wikiart,Romanticism,Caravan in the oasis. Egypt,train_and_test,False,82346.jpg
18904,Pierre-Auguste Renoir,1886,genre painting,976.0,1528.0,605344.0,wikiart,Post-Impressionism,Umbrellas,train_and_test,True,18197.jpg
18947,Albrecht Durer,1497,religious painting,776.0,1914.0,156432.0,wikiart,Northern Renaissance,The Sorrows ,train_and_test,True,19401.jpg
18988,Rembrandt,1631,mythological painting,1155.0,1280.0,1320879.0,wikiart,Baroque,Diana at the bath,train_and_test,False,71712.jpg
19024,Albrecht Durer,,animal painting,1212.0,1216.0,213716.0,wikiart,Northern Renaissance,The owl in fight with other birds,train_and_test,True,51416.jpg
19025,Rembrandt,1645,landscape,1600.0,921.0,231762.0,wikiart,Baroque,Bridge,train_and_test,True,12303.jpg
19098,Rembrandt,1631,self-portrait,1143.0,1280.0,964582.0,wikiart,Baroque,Self-portrait in a heavy fur cap bust,train_and_test,True,83709.jpg
19099,Rembrandt,1636,self-portrait,1143.0,1280.0,1018592.0,wikiart,Baroque,Self-portrait with Saskia,train_and_test,True,92068.jpg
19125,Albrecht Durer,1506,animal painting,1024.0,1426.0,360753.0,wikiart,Northern Renaissance,The Little Owl,train_and_test,False,55191.jpg
19171,Rembrandt,1634,self-portrait,1136.0,1280.0,822528.0,wikiart,Baroque,"Self-portrait wearing a soft cap full face, head only",train_and_test,False,75141.jpg
19240,Albrecht Durer,,portrait,1000.0,1447.0,226819.0,wikiart,Northern Renaissance,Portrait of Hesse Eobanus ,train_and_test,True,82217.jpg
19246,Rembrandt,1630,portrait,1130.0,1280.0,890916.0,wikiart,Baroque,"Bust of an old man with a flowing beard, the head bowed forward, the left shoulder unshaded",train_and_test,True,10196.jpg
19247,Rembrandt,1634,religious painting,1130.0,1280.0,1029896.0,wikiart,Baroque,Christ and the woman of Samaria among ruins,train_and_test,True,34900.jpg
19248,Rembrandt,1630,self-portrait,1130.0,1280.0,817914.0,wikiart,Baroque,Self-portrait in a fur cap bust,train_and_test,True,9955.jpg
19254,Ivan Aivazovsky,1872,landscape,1346.0,1074.0,185168.0,wikiart,Romanticism,Ice in the Dnieper,train_and_test,True,71438.jpg
19256,Pierre-Auguste Renoir,1909,portrait,760.0,1902.0,257125.0,wikiart,Impressionism,Dancer with Castanettes,train_and_test,True,22964.jpg
19281,Pierre-Auguste Renoir,1909,portrait,765.0,1887.0,294814.0,wikiart,Impressionism,Dancer with Tambourne (Gabrielle Renard),train_and_test,True,71768.jpg
19289,Rembrandt,,landscape,1563.0,923.0,564889.0,wikiart,Baroque,Schellingwou seen from the Diemerdijk,train_and_test,False,78891.jpg
19294,Albrecht Durer,1520,portrait,1024.0,1408.0,276236.0,wikiart,Northern Renaissance,Erasmo De Rotterdam,train_and_test,True,63605.jpg
19305,Rembrandt,1631,genre painting,1126.0,1280.0,429208.0,wikiart,Baroque,Peasant with his hands behind his back,train_and_test,True,96824.jpg
19307,Rembrandt,1651,religious painting,1126.0,1280.0,1229653.0,wikiart,Baroque,The flight into Egypt a night piece,train_and_test,True,21088.jpg
19327,Rembrandt,1645,sketch and study,1125.0,1280.0,439984.0,wikiart,Baroque,St. Peter in penitence,train_and_test,True,101888.jpg
19403,Pierre-Auguste Renoir,1885,genre painting,970.0,1476.0,479314.0,wikiart,Impressionism,In the Garden,train_and_test,True,63768.jpg
19406,Albrecht Durer,1512,animal painting,1024.0,1398.0,279967.0,wikiart,Northern Renaissance,Dead Bluebird,train_and_test,True,35307.jpg
19482,Rembrandt,1655,religious painting,1113.0,1280.0,1112457.0,wikiart,Baroque,Abraham's Sacrifice,train_and_test,False,92011.jpg
19490,Rembrandt,1635,genre painting,1112.0,1280.0,822629.0,wikiart,Baroque,The strolling musicians,train_and_test,True,65667.jpg
19545,Albrecht Durer,,religious painting,1000.0,1419.0,197259.0,wikipedia,Northern Renaissance,Crescent Madonna,train_and_test,True,22470.jpg
19554,Albrecht Durer,c.1503,animal painting,1024.0,1385.0,401003.0,wikiart,Northern Renaissance,Head of a Stag,train_and_test,False,52500.jpg
19653,Rembrandt,1631,self-portrait,1100.0,1280.0,1045550.0,wikiart,Baroque,Self-portrait in a soft hat and embroidered cloak,train_and_test,True,63084.jpg
19667,Rembrandt,,religious painting,1280.0,1099.0,384667.0,wikiart,Baroque,St. Jerome in a dark chamber,train_and_test,False,99557.jpg
19705,Rembrandt,1630,religious painting,1095.0,1280.0,681296.0,wikiart,Baroque,St. Jerome kneeling,train_and_test,True,40699.jpg
19715,Pierre-Auguste Renoir,1890,still life,1343.0,1043.0,282880.0,wikiart,Impressionism,Pears and Apples,train_and_test,True,87519.jpg
19736,Albrecht Durer,,portrait,1024.0,1367.0,248713.0,wikiart,Northern Renaissance,Cardinal Albrecht von Brandenburg,train_and_test,True,49671.jpg
19765,Rembrandt,1634,religious painting,1090.0,1280.0,756728.0,wikiart,Baroque,St. Jerome reading,train_and_test,False,68599.jpg
19778,Pierre-Auguste Renoir,1902,flower painting,1206.0,1156.0,389335.0,wikiart,Impressionism,Flowers,train_and_test,True,98836.jpg
19789,Rembrandt,c.1635,religious painting,1072.0,1300.0,145478.0,wikiart,Baroque,Samson Accusing His Father in Law,train_and_test,True,52981.jpg
19910,Albrecht Durer,,landscape,1024.0,1348.0,336715.0,wikiart,Northern Renaissance,Tilo on the cantilever of a bastion,train_and_test,False,95639.jpg
19916,Rembrandt,1634,self-portrait,1077.0,1280.0,918230.0,wikiart,Baroque,Self-portrait with raised sabre,train_and_test,True,95417.jpg
19919,Albrecht Durer,1505,animal painting,1024.0,1346.0,374096.0,wikiart,Northern Renaissance,Cervus Lucanus,train_and_test,True,44961.jpg
19956,Rembrandt,1652,religious painting,1074.0,1280.0,959801.0,wikiart,Baroque,The Virgin with the instruments of the passion,train_and_test,False,78074.jpg
20014,Rembrandt,1630,genre painting,1070.0,1280.0,441918.0,wikiart,Baroque,Beggar man and beggar woman conversing,train_and_test,False,27801.jpg
20024,Rembrandt,1658,nude painting (nu),1069.0,1280.0,530857.0,wikiart,Baroque,A woman at the bath with a hat beside her,train_and_test,True,59391.jpg
20025,Rembrandt,1652,genre painting,1069.0,1280.0,385338.0,wikiart,Baroque,Peasant family on the tramp,train_and_test,True,35873.jpg
20033,Ivan Aivazovsky,,cityscape,1052.0,1300.0,288930.0,wikiart,Romanticism,Byron in Venice,train_and_test,True,52994.jpg
20037,Rembrandt,1641,genre painting,1280.0,1068.0,503077.0,wikiart,Baroque,The baptism of the eunuch,train_and_test,True,27093.jpg
20061,Rembrandt,1634,religious painting,1066.0,1280.0,619015.0,wikiart,Baroque,The angel appearing to the shepherds,train_and_test,True,32231.jpg
20086,Rembrandt,1656,religious painting,1064.0,1280.0,1010688.0,wikiart,Baroque,Abraham Entertaining the Angels,train_and_test,False,85204.jpg
20096,Albrecht Durer,,religious painting,1104.0,1232.0,177685.0,wikiart,Northern Renaissance,The holy family,train_and_test,True,93873.jpg
20113,Pierre-Auguste Renoir,1883,genre painting,891.0,1525.0,563429.0,wikiart,Impressionism,Young Girl with a Parasol (Aline Nunès),train_and_test,True,50719.jpg
20117,Rembrandt,1628,self-portrait,1061.0,1280.0,921806.0,wikiart,Baroque,"Self-portrait, leaning forward, listening",train_and_test,True,43972.jpg
20123,Albrecht Durer,1495,landscape,2048.0,663.0,151652.0,wikiart,Northern Renaissance,Valley Kalchreuth,train_and_test,False,90114.jpg
20149,Rembrandt,1634,self-portrait,1058.0,1280.0,833199.0,wikiart,Baroque,Self-portrait with plumed cap and lowered sabre,train_and_test,True,78656.jpg
20192,Rembrandt,1645,religious painting,1054.0,1280.0,1038924.0,wikiart,Baroque,Abraham and Isaac,train_and_test,False,67825.jpg
20194,Rembrandt,1645,landscape,1280.0,1054.0,594331.0,wikiart,Baroque,The Omval,train_and_test,True,61335.jpg
20222,Ivan Aivazovsky,1880,marina,1413.0,953.0,121907.0,wikiart,Romanticism,Ships of Columbus,train_and_test,True,11130.jpg
20233,Rembrandt,1653,landscape,1280.0,1051.0,485832.0,wikiart,Baroque,Landscape with a shepherd and a dog,train_and_test,True,9819.jpg
20245,Rembrandt,1648,self-portrait,1050.0,1280.0,1081874.0,wikipedia,Baroque,Self-portrait drawing at a window,train_and_test,True,32806.jpg
20260,Rembrandt,1630,genre painting,1049.0,1280.0,431520.0,wikiart,Baroque,"Ragged peasant with his hands behind him, holding a stick",train_and_test,False,64230.jpg
20261,Rembrandt,1642,genre painting,1280.0,1049.0,748610.0,wikiart,Baroque,The flute player,train_and_test,True,426.jpg
20262,Rembrandt,1659,religious painting,1280.0,1049.0,607375.0,wikiart,Baroque,Peter and John healing the cripple at the gate of the Temple,train_and_test,True,54652.jpg
20278,Rembrandt,1636,religious painting,1048.0,1280.0,644329.0,wikiart,Baroque,Christ before Pilate,train_and_test,True,49371.jpg
20298,Rembrandt,1640,religious painting,1046.0,1280.0,791427.0,wikipedia,Baroque,The beheading of John the Baptist,train_and_test,True,6515.jpg
20319,Rembrandt,1658,nude painting (nu),1044.0,1280.0,568552.0,wikiart,Baroque,Woman Sitting Half Dressed Beside a Stove,train_and_test,False,43074.jpg
20321,Rembrandt,1646,genre painting,1044.0,1280.0,1072129.0,wikiart,Baroque,Beggar woman leaning on a stick,train_and_test,True,4588.jpg
20377,Albrecht Durer,1498,religious painting,969.0,1374.0,714308.0,wikipedia,Northern Renaissance,The Whore of Baylon,train_and_test,True,45224.jpg
20389,Pierre-Auguste Renoir,1883,genre painting,797.0,1670.0,266365.0,wikiart,Impressionism,Dance in the Country,train_and_test,True,10607.jpg
20408,Albrecht Durer,1516,mythological painting,952.0,1396.0,421749.0,wikiart,Northern Renaissance,Abduction of Proserpine on a Unicorn ,train_and_test,True,30799.jpg
20409,Rembrandt,1631,genre painting,1038.0,1280.0,554477.0,wikiart,Baroque,A woman making water,train_and_test,False,76348.jpg
20421,Rembrandt,,self-portrait,1037.0,1280.0,847073.0,wikiart,Baroque,Self-portrait,train_and_test,True,68440.jpg
20422,Rembrandt,1635,religious painting,1280.0,1037.0,1093703.0,wikiart,Baroque,Christ driving the moneychangers from the Temple,train_and_test,True,24821.jpg
20454,Rembrandt,1654,sketch and study,1280.0,1035.0,1110244.0,wikiart,Baroque,Nativity,train_and_test,False,39944.jpg
20455,Rembrandt,1633,self-portrait,1035.0,1280.0,837707.0,wikiart,Baroque,Self-portrait in a cap and scarf with the face dark bust,train_and_test,True,97600.jpg
20507,Rembrandt,1634,religious painting,1280.0,1031.0,1094326.0,wikipedia,Baroque,Joseph and Potiphar`s wife,train_and_test,False,31250.jpg
20508,Rembrandt,1642,sketch and study,1031.0,1280.0,838166.0,wikiart,Baroque,The descent from the cross,train_and_test,False,80282.jpg
20570,Albrecht Durer,,landscape,1024.0,1282.0,411306.0,wikiart,Northern Renaissance,Quarry,train_and_test,True,97511.jpg
20575,Pierre-Auguste Renoir,1883,genre painting,793.0,1655.0,246817.0,wikipedia,Impressionism,Dance in the City,train_and_test,False,92110.jpg
20579,Rembrandt,1637,religious painting,1025.0,1280.0,887088.0,wikipedia,Baroque,Jacob caressing Benjamin,train_and_test,True,85495.jpg
20602,Marc Chagall,1958,sketch and study,1280.0,1024.0,301967.0,wikiart,Surrealism,"Study to ""Song of Songs IV""",train_and_test,True,58280.jpg
20604,Pierre-Auguste Renoir,1892,landscape,1280.0,1024.0,300360.0,wikiart,Impressionism,Noirmoutiers,train_and_test,True,65606.jpg
20628,Pierre-Auguste Renoir,1917,landscape,1279.0,1024.0,338898.0,wikiart,Impressionism,The Footpath,train_and_test,True,80229.jpg
20631,Pierre-Auguste Renoir,1881,cityscape,1280.0,1023.0,380358.0,wikipedia,Impressionism,The Piazza San Marco,train_and_test,False,96494.jpg
20635,Rembrandt,1629,sketch and study,1023.0,1280.0,561280.0,wikiart,Baroque,The small lion hunt with two lions,train_and_test,False,91200.jpg
20640,Pierre-Auguste Renoir,c.1870,landscape,1280.0,1023.0,392596.0,wikiart,Realism,A Road in Louveciennes,train_and_test,True,13133.jpg
20689,Pierre-Auguste Renoir,1879,portrait,1280.0,1022.0,247421.0,wikiart,Impressionism,Alphonsine Fournaise on the Isle of Chatou,train_and_test,True,34566.jpg
20690,Rembrandt,1639,sketch and study,1022.0,1280.0,389400.0,wikiart,Baroque,The artist drawing from the model,train_and_test,True,46790.jpg
20706,Pierre-Auguste Renoir,1915,landscape,1277.0,1024.0,301197.0,wikiart,Impressionism,A Walk by the Sea,train_and_test,True,21221.jpg
20711,Pierre-Auguste Renoir,1869,genre painting,1277.0,1024.0,398851.0,wikiart,Impressionism,La Grenouillere,train_and_test,True,53513.jpg
20720,Pierre-Auguste Renoir,c.1876,genre painting,1021.0,1280.0,336687.0,wikiart,Impressionism,The Promenade,train_and_test,True,22939.jpg
20732,Rembrandt,1651,sketch and study,1280.0,1021.0,484498.0,wikiart,Baroque,The bathers,train_and_test,True,44954.jpg
20733,Pierre-Auguste Renoir,1885,landscape,1280.0,1021.0,263368.0,wikiart,Impressionism,Field and Haystacks,train_and_test,True,27098.jpg
20767,Pierre-Auguste Renoir,1890,flower painting,1280.0,1020.0,331619.0,wikiart,Impressionism,Basket of Flowers,train_and_test,False,18033.jpg
20786,Pierre-Auguste Renoir,1877,landscape,1274.0,1024.0,357448.0,wikiart,Impressionism,Path Leading through Tall Grass,train_and_test,True,22951.jpg
20787,Pierre-Auguste Renoir,1875,landscape,1274.0,1024.0,513245.0,wikiart,Impressionism,Forest Path,train_and_test,True,94095.jpg
20788,Pierre-Auguste Renoir,1898,landscape,1274.0,1024.0,261140.0,wikiart,Impressionism,Mother Goose,train_and_test,True,23431.jpg
20789,Pierre-Auguste Renoir,1905,cityscape,1024.0,1274.0,362934.0,wikipedia,Impressionism,Houses at Cagnes,train_and_test,True,56327.jpg
20806,Pierre-Auguste Renoir,1880,portrait,1280.0,1019.0,452567.0,wikiart,Impressionism,Aline Charigot with a Dog,train_and_test,False,58439.jpg
20828,Pierre-Auguste Renoir,c.1910,still life,1273.0,1024.0,195309.0,wikiart,Impressionism,Apples and Grapes,train_and_test,True,28943.jpg
20879,Pierre-Auguste Renoir,1892,genre painting,1280.0,1017.0,193027.0,wikiart,Impressionism,Young Girls at the Piano,train_and_test,False,94048.jpg
20892,Albrecht Durer,1507,design,992.0,1312.0,139058.0,wikiart,Northern Renaissance,The coat of arms with the skull,train_and_test,False,52475.jpg
20900,Pierre-Auguste Renoir,1881,landscape,1271.0,1024.0,503230.0,wikiart,Impressionism,Chestnut Tree Blooming,train_and_test,True,88384.jpg
20910,Pierre-Auguste Renoir,,landscape,1280.0,1016.0,704526.0,wikiart,Impressionism,The Church at Essoyes,train_and_test,True,72059.jpg
20930,Pierre-Auguste Renoir,1882,landscape,1280.0,1016.0,322861.0,wikiart,Impressionism,Rocks at l'Estaque,train_and_test,True,37572.jpg
20948,Pierre-Auguste Renoir,1896,portrait,1024.0,1269.0,221310.0,wikiart,Realism,Woman Playing the Guitar,train_and_test,False,94363.jpg
20952,Pierre-Auguste Renoir,1889,landscape,1269.0,1024.0,425539.0,wikiart,Impressionism,Mount Sainte Victoire,train_and_test,True,36709.jpg
20993,Pierre-Auguste Renoir,1884,landscape,1268.0,1024.0,255534.0,wikiart,Impressionism,Essoyes Landscape,train_and_test,True,18793.jpg
20995,Pierre-Auguste Renoir,1896,landscape,1268.0,1024.0,444494.0,wikiart,Impressionism,Looking out at the Sacre Coeur,train_and_test,True,81701.jpg
21001,Pierre-Auguste Renoir,c.1878,landscape,1268.0,1024.0,307545.0,wikiart,Impressionism,The Farm,train_and_test,False,79180.jpg
21027,Rembrandt,1654,religious painting,1014.0,1280.0,1066014.0,wikiart,Baroque,The descent from the cross by torchlight,train_and_test,True,28306.jpg
21041,Pierre-Auguste Renoir,1882,landscape,1267.0,1024.0,379963.0,wikipedia,Impressionism,Rocky Craggs at l'Estaque,train_and_test,False,22891.jpg
21045,Pierre-Auguste Renoir,1899,landscape,1267.0,1024.0,426551.0,wikiart,Impressionism,Landscape at Beaulieu,train_and_test,True,10484.jpg
21056,Ivan Aivazovsky,1878,cityscape,1297.0,1000.0,151479.0,wikiart,Romanticism,View of the Bosporus,train_and_test,True,65715.jpg
