,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
27382,Zdislav Beksinski,1978,symbolic painting,1021.0,1040.0,408511.0,wikiart,Surrealism,Untitled,train_and_test,True,3930.jpg
27550,Zdislav Beksinski,,symbolic painting,1015.0,1040.0,368462.0,wikiart,Surrealism,Untitled,train_and_test,False,54224.jpg
27551,Zdislav Beksinski,,symbolic painting,1015.0,1040.0,523232.0,wikiart,Surrealism,Untitled,train_and_test,True,94893.jpg
27584,Zdislav Beksinski,,symbolic painting,1020.0,1034.0,277495.0,wikiart,Surrealism,Untitled,train_and_test,False,8188.jpg
27670,Pablo Picasso,1917,design,1260.0,835.0,802037.0,wikiart,Post-Impressionism,"Curtain for the ballet ""Parade""",train_and_test,False,88640.jpg
27770,Zdislav Beksinski,,symbolic painting,1009.0,1040.0,302197.0,wikiart,Surrealism,Untitled,train_and_test,True,14492.jpg
27771,Zdislav Beksinski,,symbolic painting,1009.0,1040.0,293274.0,wikiart,Surrealism,Untitled,train_and_test,False,78818.jpg
27802,Zdislav Beksinski,,symbolic painting,1008.0,1040.0,259272.0,wikiart,Surrealism,Untitled,train_and_test,True,83251.jpg
27841,Zdislav Beksinski,,symbolic painting,1040.0,1007.0,310914.0,wikiart,Surrealism,Untitled,train_and_test,True,6687.jpg
27842,Zdislav Beksinski,,symbolic painting,1007.0,1040.0,260125.0,wikiart,Surrealism,Untitled,train_and_test,True,46230.jpg
27899,Pablo Picasso,1908,nude painting (nu),961.0,1088.0,399112.0,wikipedia,Cubism,Three women,train_and_test,True,95534.jpg
27911,Zdislav Beksinski,,symbolic painting,1005.0,1040.0,347133.0,wikiart,Surrealism,Untitled,train_and_test,True,85983.jpg
27944,Zdislav Beksinski,,marina,1007.0,1037.0,104877.0,wikiart,Surrealism,Untitled,train_and_test,False,37669.jpg
27945,Pablo Picasso,1921,nude painting (nu),1145.0,912.0,295439.0,wikiart,Neoclassicism,Two bathers,train_and_test,True,94177.jpg
28025,Zdislav Beksinski,,symbolic painting,1002.0,1040.0,236879.0,wikiart,Surrealism,Untitled,train_and_test,True,37141.jpg
28126,Pablo Picasso,1896,portrait,955.0,1088.0,625074.0,wikiart,Realism,Head of a child,train_and_test,False,74330.jpg
28129,Zdislav Beksinski,,symbolic painting,1040.0,999.0,283568.0,wikiart,Surrealism,Untitled,train_and_test,True,78454.jpg
28152,Zdislav Beksinski,,symbolic painting,1020.0,1018.0,245346.0,wikiart,Surrealism,Untitled,train_and_test,True,93222.jpg
28174,Zdislav Beksinski,,symbolic painting,1040.0,998.0,227408.0,wikiart,Surrealism,Untitled,train_and_test,True,50178.jpg
28206,Pablo Picasso,1900,genre painting,810.0,1280.0,588802.0,wikiart,Expressionism,Picador,train_and_test,True,80887.jpg
28229,Zdislav Beksinski,,symbolic painting,1040.0,996.0,361690.0,wikiart,Surrealism,Untitled,train_and_test,True,103010.jpg
28230,Zdislav Beksinski,,symbolic painting,996.0,1040.0,270267.0,wikiart,Surrealism,Untitled,train_and_test,True,66847.jpg
28233,Pablo Picasso,1896,portrait,952.0,1088.0,391005.0,wikiart,Realism,Portrait of aunt Pepa,train_and_test,True,27732.jpg
28276,Zdislav Beksinski,,symbolic painting,986.0,1049.0,247922.0,wikiart,Surrealism,Untitled,train_and_test,True,48592.jpg
28299,Zdislav Beksinski,,symbolic painting,994.0,1040.0,311793.0,wikiart,Surrealism,Untitled,train_and_test,True,34003.jpg
28300,Pablo Picasso,1913,still life,950.0,1088.0,348761.0,wikiart,Synthetic Cubism,Guitar and bottle,train_and_test,True,43368.jpg
28387,Zdislav Beksinski,,symbolic painting,1040.0,992.0,302202.0,wikiart,Surrealism,Untitled,train_and_test,False,97474.jpg
28496,Zdislav Beksinski,,symbolic painting,989.0,1040.0,296015.0,wikiart,Surrealism,Untitled,train_and_test,True,23070.jpg
28497,Zdislav Beksinski,,symbolic painting,989.0,1040.0,294007.0,wikiart,Surrealism,Untitled,train_and_test,True,40847.jpg
28531,Gustave Dore,,illustration,1165.0,882.0,212744.0,wikiart,Romanticism,The childhood of Pantagruel,train_and_test,False,103042.jpg
28545,Pablo Picasso,c.1895,portrait,944.0,1088.0,425326.0,wikiart,Realism,Bust of young man,train_and_test,True,38785.jpg
28577,Pablo Picasso,1933,genre painting,943.0,1088.0,631196.0,wikiart,Surrealism,Farmer's wife on a stepladder,train_and_test,True,466.jpg
28583,Gustave Dore,,illustration,1171.0,876.0,290937.0,wikiart,Romanticism,The Childhood of Gargantua,train_and_test,True,88553.jpg
28656,Pablo Picasso,1905,sketch and study,941.0,1088.0,532207.0,wikiart,Symbolism,Salome,train_and_test,True,36590.jpg
28816,Zdislav Beksinski,,symbolic painting,1040.0,980.0,371400.0,wikiart,Surrealism,Untitled,train_and_test,True,56953.jpg
28863,Zdislav Beksinski,,symbolic painting,979.0,1040.0,289005.0,wikiart,Surrealism,Untitled,train_and_test,True,34105.jpg
28880,Pablo Picasso,1912,genre painting,809.0,1258.0,163747.0,wikiart,Analytical Cubism,My beautiful (Woman with guitar),train_and_test,True,10387.jpg
28934,Zdislav Beksinski,,symbolic painting,977.0,1040.0,259368.0,wikiart,Surrealism,Untitled,train_and_test,False,61258.jpg
28983,Pablo Picasso,1914,still life,1152.0,881.0,136518.0,wikiart,Synthetic Cubism,Glass and bottle of  Bass,train_and_test,True,101546.jpg
28990,Pablo Picasso,1911,genre painting,829.0,1224.0,154512.0,wikiart,Analytical Cubism,Poet,train_and_test,True,16185.jpg
29035,Pablo Picasso,1921,portrait,792.0,1280.0,423489.0,wikiart,Neoclassicism,Seated woman,train_and_test,False,77089.jpg
29129,Zdislav Beksinski,1998,symbolic painting,921.0,1098.0,164994.0,wikiart,Surrealism,Untitled,train_and_test,True,22460.jpg
29152,Pablo Picasso,c.1902,portrait,929.0,1088.0,587219.0,wikiart,Expressionism,Man in blue,train_and_test,True,4759.jpg
29164,Gustave Dore,,illustration,857.0,1179.0,262737.0,wikiart,Romanticism,Vivien and Merlin,train_and_test,True,38760.jpg
29242,Pablo Picasso,,sketch and study,927.0,1088.0,477736.0,wikiart,Cubism,Two naked figures,train_and_test,False,53829.jpg
29245,Zdislav Beksinski,,symbolic painting,856.0,1178.0,204397.0,wikiart,Surrealism,Untitled,train_and_test,True,55175.jpg
29298,Pablo Picasso,1907,portrait,805.0,1251.0,109714.0,wikiart,Cubism,Woman with a Fan ,train_and_test,True,19261.jpg
29313,Zdislav Beksinski,,symbolic painting,968.0,1040.0,284909.0,wikiart,Surrealism,Untitled,train_and_test,False,6375.jpg
29418,Zdislav Beksinski,,symbolic painting,984.0,1020.0,231995.0,wikiart,Surrealism,Untitled,train_and_test,True,45498.jpg
29420,Zdislav Beksinski,,symbolic painting,965.0,1040.0,292905.0,wikiart,Surrealism,Untitled,train_and_test,True,2158.jpg
29478,Zdislav Beksinski,1957,symbolic painting,1221.0,821.0,105902.0,wikiart,Surrealism,Untitled,train_and_test,True,30634.jpg
29604,Pablo Picasso,1920,genre painting,1125.0,888.0,220295.0,wikiart,Cubism,Pierrot and harlequin on the terrace of café,train_and_test,True,37538.jpg
29647,Pablo Picasso,1914,still life,1000.0,998.0,1188909.0,wikiart,Synthetic Cubism,Glass on a Table,train_and_test,True,27346.jpg
29726,Zdislav Beksinski,,symbolic painting,816.0,1221.0,241452.0,wikiart,Surrealism,Untitled,train_and_test,True,315.jpg
29776,Zdislav Beksinski,,symbolic painting,815.0,1221.0,201988.0,wikiart,Surrealism,Untitled,train_and_test,True,65497.jpg
29814,Pablo Picasso,1937,portrait,914.0,1088.0,644893.0,wikiart,Naïve Art (Primitivism),Crying woman,train_and_test,False,91211.jpg
29960,Zdislav Beksinski,1958,symbolic painting,832.0,1191.0,333300.0,wikiart,Surrealism,Untitled,train_and_test,False,55254.jpg
30020,Pablo Picasso,1934,genre painting,888.0,1114.0,316201.0,wikiart,Surrealism,Two figures,train_and_test,True,21132.jpg
30117,Pablo Picasso,1900,genre painting,771.0,1280.0,439405.0,wikiart,Post-Impressionism,Lovers of the street,train_and_test,False,49743.jpg
30125,Pablo Picasso,1902,portrait,907.0,1088.0,543863.0,wikiart,Expressionism,Woman in a shawl,train_and_test,False,83321.jpg
30126,Pablo Picasso,1946,still life,1088.0,907.0,672057.0,wikiart,Surrealism,"Crane, book and oil lamp",train_and_test,True,95266.jpg
30127,Pablo Picasso,1901,genre painting,907.0,1088.0,546415.0,wikiart,Expressionism,A red skirt,train_and_test,True,72705.jpg
30168,Pablo Picasso,1939,portrait,906.0,1088.0,481974.0,wikiart,Surrealism,Woman's head,train_and_test,False,91718.jpg
30203,Pablo Picasso,1958,nude painting (nu),985.0,1000.0,277652.0,wikiart,Naïve Art (Primitivism),Nude gathering flowers,train_and_test,True,82957.jpg
30234,Pablo Picasso,1954,genre painting,839.0,1173.0,53033.0,wikiart,Naïve Art (Primitivism),Dancer,train_and_test,True,91407.jpg
30255,Zdislav Beksinski,,symbolic painting,946.0,1040.0,250208.0,wikiart,Surrealism,Untitled,train_and_test,True,18481.jpg
30312,Pablo Picasso,1937,still life,903.0,1088.0,357835.0,wikiart,Surrealism,Still life with candlestick,train_and_test,False,75317.jpg
30313,Pablo Picasso,,portrait,903.0,1088.0,526952.0,wikiart,Surrealism,Bust of a woman and self-portrait,train_and_test,True,57382.jpg
30357,Zdislav Beksinski,,symbolic painting,822.0,1194.0,260911.0,wikiart,Surrealism,Untitled,train_and_test,True,30806.jpg
30457,Pablo Picasso,1937,portrait,900.0,1088.0,519617.0,wikiart,Surrealism,Portrait of Dora Maar,train_and_test,True,103114.jpg
30465,Pablo Picasso,1935,portrait,900.0,1088.0,528983.0,wikiart,Surrealism,Head of a woman (Olga Picasso),train_and_test,True,11573.jpg
30504,Pablo Picasso,1935,portrait,899.0,1088.0,442558.0,wikiart,Surrealism,Bust of a woman,train_and_test,True,29072.jpg
30505,Pablo Picasso,1937,portrait,899.0,1088.0,566460.0,wikiart,Surrealism,Portrait of Dora Maar ,train_and_test,True,20964.jpg
30548,Pablo Picasso,1936,portrait,898.0,1088.0,742803.0,wikiart,Surrealism,Portrait of woman,train_and_test,True,63068.jpg
30549,Pablo Picasso,1936,genre painting,898.0,1088.0,535498.0,wikiart,Surrealism,Woman by the dresser,train_and_test,True,97779.jpg
30652,Pablo Picasso,1916,still life,1088.0,896.0,325456.0,wikiart,Synthetic Cubism,The guitar,train_and_test,True,25279.jpg
30698,Pablo Picasso,1938,portrait,895.0,1088.0,636617.0,wikiart,Surrealism,Woman with straw hat on flowery background,train_and_test,False,24112.jpg
30716,Zdislav Beksinski,,symbolic painting,1020.0,954.0,226655.0,wikiart,Surrealism,Untitled,train_and_test,True,93329.jpg
30793,Pablo Picasso,1938,portrait,893.0,1088.0,518303.0,wikiart,Surrealism,Man with straw hat,train_and_test,True,79510.jpg
30794,Pablo Picasso,1936,portrait,893.0,1088.0,525373.0,wikiart,Surrealism,Portrait of woman,train_and_test,False,30281.jpg
30795,Pablo Picasso,1939,portrait,893.0,1088.0,575404.0,wikiart,Surrealism,Dora Maar,train_and_test,True,11108.jpg
30796,Pablo Picasso,1901,portrait,893.0,1088.0,621338.0,wikiart,Post-Impressionism,Woman with blue hat,train_and_test,True,92681.jpg
30818,Pablo Picasso,1914,still life,807.0,1203.0,286838.0,wikiart,Synthetic Cubism,Pedestal,train_and_test,True,34009.jpg
30819,Pablo Picasso,1913,genre painting,807.0,1203.0,266404.0,wikiart,Synthetic Cubism,Man with guitar,train_and_test,True,70754.jpg
30861,Pablo Picasso,1919,sketch and study,970.0,1000.0,268181.0,wikiart,Neoclassicism,"""Tricorne"" (study)",train_and_test,True,3922.jpg
30893,Pablo Picasso,1908,still life,891.0,1088.0,410343.0,wikiart,Cubism,"Pot, Glass and Book",train_and_test,True,88994.jpg
30894,Pablo Picasso,1938,mythological painting,891.0,1088.0,690082.0,wikiart,Surrealism,Faun's head,train_and_test,True,62573.jpg
30983,Pablo Picasso,1938,portrait,889.0,1088.0,480600.0,wikiart,Surrealism,The sailor,train_and_test,False,53347.jpg
31003,Ivan Shishkin,,cityscape,1000.0,967.0,236881.0,wikiart,Realism,City roofs in winter,train_and_test,True,100737.jpg
31031,Pablo Picasso,1920,interior,888.0,1088.0,325830.0,wikiart,Surrealism,Studio,train_and_test,True,84693.jpg
31032,Pablo Picasso,1936,portrait,888.0,1088.0,574838.0,wikiart,Surrealism,Portrait of woman,train_and_test,False,64208.jpg
31033,Pablo Picasso,1937,portrait,888.0,1088.0,546918.0,wikiart,Surrealism,Portrait of Marie-Thérèse Walter ,train_and_test,True,40028.jpg
31035,Pablo Picasso,1937,portrait,888.0,1088.0,503937.0,wikiart,Surrealism,Woman in beret and checked dress,train_and_test,False,86807.jpg
31036,Pablo Picasso,1938,genre painting,888.0,1088.0,527094.0,wikiart,Surrealism,Woman with cockerel,train_and_test,True,98925.jpg
31038,Pablo Picasso,1901,self-portrait,888.0,1088.0,565454.0,wikiart,Expressionism,Self-Portrait,train_and_test,False,84331.jpg
31068,Zdislav Beksinski,,symbolic painting,809.0,1193.0,163596.0,wikiart,Surrealism,Untitled,train_and_test,True,56365.jpg
31073,Pablo Picasso,1936,portrait,887.0,1088.0,560925.0,wikiart,Surrealism,Bust of woman,train_and_test,False,53364.jpg
31092,Pablo Picasso,1914,still life,807.0,1195.0,265433.0,wikiart,Synthetic Cubism,Mandolin,train_and_test,False,25007.jpg
31095,Zdislav Beksinski,,symbolic painting,974.0,990.0,128760.0,wikiart,Surrealism,Untitled,train_and_test,True,15084.jpg
31106,Ivan Shishkin,,landscape,964.0,1000.0,252020.0,wikiart,Realism,Forest Landscape,train_and_test,True,36707.jpg
31108,Pablo Picasso,1947,still life,1088.0,886.0,505826.0,wikiart,Surrealism,Still life,train_and_test,True,18589.jpg
31109,Pablo Picasso,1948,genre painting,886.0,1088.0,786891.0,wikiart,Expressionism,Claude in the arms of his mother,train_and_test,False,2664.jpg
31110,Pablo Picasso,1904,portrait,886.0,1088.0,510967.0,wikiart,Expressionism,Portrait of Sebastià Junyent Sans,train_and_test,True,23003.jpg
31204,Pablo Picasso,1958,nude painting (nu),962.0,1000.0,252390.0,wikiart,Naïve Art (Primitivism),Man and Woman,train_and_test,False,71601.jpg
31217,Pablo Picasso,1932,nude painting (nu),1088.0,884.0,472349.0,wikiart,Surrealism,Reclining woman,train_and_test,False,79424.jpg
31218,Pablo Picasso,1954,portrait,884.0,1088.0,345159.0,wikiart,Cubism,Jacqueline with flowers,train_and_test,True,57219.jpg
31219,Pablo Picasso,1904,genre painting,884.0,1088.0,559371.0,wikiart,Expressionism,A simple meal,train_and_test,True,36378.jpg
31220,Pablo Picasso,1938,genre painting,884.0,1088.0,382592.0,wikiart,Surrealism,Portrait of Maya with her doll,train_and_test,False,86332.jpg
31331,Pablo Picasso,1942,portrait,882.0,1088.0,545167.0,wikiart,Surrealism,Portrait of woman (Dora Maar),train_and_test,True,39763.jpg
31332,Pablo Picasso,1942,still life,882.0,1088.0,569723.0,wikiart,Cubism,Still life with Guitar,train_and_test,False,68028.jpg
31333,Pablo Picasso,1957,genre painting,882.0,1088.0,590913.0,wikiart,Surrealism,Las Meninas (Velazquez),train_and_test,True,87160.jpg
31373,Pablo Picasso,1903,genre painting,881.0,1088.0,613418.0,wikiart,Expressionism,Man and woman in café,train_and_test,True,61807.jpg
31374,Pablo Picasso,1922,genre painting,881.0,1088.0,604413.0,wikiart,Post-Impressionism,Mother and child,train_and_test,False,73366.jpg
31375,Pablo Picasso,1911,still life,881.0,1088.0,410120.0,wikiart,Analytical Cubism,Still life with bottle of rum,train_and_test,True,20305.jpg
31376,Pablo Picasso,1942,portrait,881.0,1088.0,526006.0,wikiart,Surrealism,Bust of a woman,train_and_test,True,96633.jpg
31377,Pablo Picasso,1936,portrait,881.0,1088.0,496473.0,wikiart,Surrealism,Woman with bouquet,train_and_test,True,97996.jpg
31427,Pablo Picasso,,genre painting,1088.0,880.0,639248.0,wikiart,Surrealism,Bullfight,train_and_test,True,72157.jpg
31428,Pablo Picasso,1929,portrait,880.0,1088.0,428851.0,wikiart,Surrealism,Head,train_and_test,True,57528.jpg
31431,Pablo Picasso,1943,still life,1088.0,880.0,483424.0,wikiart,Surrealism,The buffet of 'Catalan',train_and_test,True,1166.jpg
31435,Pablo Picasso,1911,still life,880.0,1088.0,328850.0,wikiart,Analytical Cubism,Clarinet,train_and_test,True,77224.jpg
31442,Zdislav Beksinski,,symbolic painting,967.0,990.0,234724.0,wikiart,Surrealism,Untitled,train_and_test,True,7055.jpg
31485,Pablo Picasso,1929,genre painting,1088.0,879.0,432366.0,wikiart,Surrealism,The Swimmer,train_and_test,False,56623.jpg
31486,Pablo Picasso,,portrait,879.0,1088.0,549570.0,wikiart,Surrealism,Portrait of woman,train_and_test,False,72678.jpg
31488,Pablo Picasso,c.1911,genre painting,879.0,1088.0,368497.0,wikiart,Analytical Cubism,Woman with guitar,train_and_test,True,79000.jpg
31489,Pablo Picasso,1939,portrait,879.0,1088.0,541640.0,wikiart,Surrealism,Portrait of Jaime Sabartes as Grandee,train_and_test,True,60190.jpg
31490,Pablo Picasso,1902,genre painting,879.0,1088.0,613173.0,wikiart,Post-Impressionism,Mother and son on the shore,train_and_test,True,10586.jpg
31589,Gustave Dore,,religious painting,1024.0,932.0,492181.0,wikiart,Romanticism,David Attacks the Ammonites,train_and_test,True,69313.jpg
31595,Pablo Picasso,1941,portrait,877.0,1088.0,571568.0,wikiart,Surrealism,Seated Dora Maar,train_and_test,True,27179.jpg
31596,Pablo Picasso,1943,vanitas,1088.0,877.0,490002.0,wikiart,Cubism,"Skull, urchins and lamp on a table",train_and_test,True,42487.jpg
31597,Pablo Picasso,1936,symbolic painting,1088.0,877.0,546540.0,wikiart,Surrealism,"Faun, horse and bird",train_and_test,True,47491.jpg
31650,Pablo Picasso,1919,still life,876.0,1088.0,329886.0,wikiart,Cubism,"Guitar, bottle, fruit dish and glass on the table",train_and_test,True,32776.jpg
31655,Ivan Shishkin,,landscape,1000.0,953.0,327823.0,wikiart,Realism,Oaks in Sestroretsk,train_and_test,True,97879.jpg
31701,Ivan Shishkin,,landscape,1000.0,952.0,286423.0,wikiart,Realism,Fir forest,train_and_test,True,33168.jpg
31702,Pablo Picasso,1941,portrait,875.0,1088.0,710687.0,wikiart,Surrealism,Woman sitting in an armchair,train_and_test,True,90483.jpg
31706,Pablo Picasso,1942,portrait,875.0,1088.0,535831.0,wikiart,Surrealism,Seated Woman with Fish,train_and_test,True,67559.jpg
31763,Zdislav Beksinski,,symbolic painting,960.0,990.0,108889.0,wikiart,Surrealism,Untitled,train_and_test,False,34906.jpg
31795,Pablo Picasso,1932,nude painting (nu),1088.0,873.0,585654.0,wikiart,Surrealism,Lying female nude,train_and_test,True,56691.jpg
31796,Pablo Picasso,1954,portrait,873.0,1088.0,338060.0,wikiart,Cubism,Portrait of Sylvette David in green chair,train_and_test,True,44645.jpg
31797,Pablo Picasso,1935,nude painting (nu),1088.0,873.0,703587.0,wikiart,Surrealism,A muse,train_and_test,True,94896.jpg
31818,Gustave Dore,,religious painting,1024.0,927.0,460787.0,wikiart,Romanticism,Gideon Chooses 300 Soldiers,train_and_test,True,57728.jpg
31840,Pablo Picasso,1912,still life,872.0,1088.0,420282.0,wikiart,Analytical Cubism,The pigeon pea,train_and_test,False,102731.jpg
31841,Pablo Picasso,1945,sketch and study,1088.0,872.0,272334.0,wikiart,Cubism,Scenes of bullfighting,train_and_test,True,53960.jpg
31842,Pablo Picasso,1923,portrait,872.0,1088.0,551397.0,wikiart,Neoclassicism,Woman in white,train_and_test,True,79767.jpg
31843,Pablo Picasso,1940,sketch and study,1088.0,872.0,470232.0,wikiart,Cubism,Café in Royan,train_and_test,True,27416.jpg
31874,Zdislav Beksinski,,symbolic painting,882.0,1075.0,170671.0,wikiart,Surrealism,Untitled,train_and_test,True,97945.jpg
31899,Zdislav Beksinski,,symbolic painting,1040.0,911.0,115972.0,wikiart,Surrealism,Untitled,train_and_test,True,84838.jpg
31936,Pablo Picasso,1929,genre painting,870.0,1088.0,397227.0,wikiart,Surrealism,A blue acrobat,train_and_test,False,17282.jpg
31937,Pablo Picasso,1908,still life,870.0,1088.0,296337.0,wikiart,Cubism,Green Pan and Black Bottle,train_and_test,False,80304.jpg
31938,Pablo Picasso,1937,portrait,870.0,1088.0,534152.0,wikiart,Surrealism,Portrait of Marie-Thérèse Walter ,train_and_test,True,57004.jpg
31939,Pablo Picasso,1936,nude painting (nu),1088.0,870.0,577416.0,wikiart,Surrealism,A reclining female nude,train_and_test,True,25825.jpg
31940,Pablo Picasso,1947,still life,870.0,1088.0,578190.0,wikiart,Surrealism,Still life on a table,train_and_test,True,42994.jpg
31941,Pablo Picasso,1944,still life,870.0,1088.0,589715.0,wikiart,Surrealism,Tomato plant,train_and_test,True,54413.jpg
31942,Pablo Picasso,1931,genre painting,870.0,1088.0,466597.0,wikiart,Surrealism,Woman with yellow hair,train_and_test,True,80839.jpg
31984,Pablo Picasso,,portrait,869.0,1088.0,491132.0,wikiart,Surrealism,Head of crying woman,train_and_test,True,24720.jpg
31993,Gustave Dore,,religious painting,1024.0,923.0,468669.0,wikiart,Romanticism,Israelite Women Mourn with Jephthah's Daughter,train_and_test,True,72780.jpg
32027,Pablo Picasso,1934,genre painting,868.0,1088.0,467922.0,wikiart,Surrealism,Woman writing,train_and_test,True,28401.jpg
32028,Pablo Picasso,1928,genre painting,1088.0,868.0,283467.0,wikiart,Surrealism,Painter and his model,train_and_test,True,61397.jpg
32099,Pablo Picasso,1914,still life,1000.0,943.0,347565.0,wikiart,Synthetic Cubism,Glass and bottle of straw rum,train_and_test,True,1281.jpg
32122,Zdislav Beksinski,,symbolic painting,952.0,990.0,72627.0,wikiart,Surrealism,Untitled,train_and_test,True,44930.jpg
32131,Pablo Picasso,1932,genre painting,866.0,1088.0,646192.0,wikiart,Surrealism,Girl in front of mirror,train_and_test,True,29928.jpg
32132,Pablo Picasso,1909,genre painting,866.0,1088.0,399142.0,wikiart,Analytical Cubism,Woman with mandolin,train_and_test,True,36545.jpg
32133,Pablo Picasso,1943,genre painting,866.0,1088.0,521800.0,wikiart,Surrealism,A child with pigeons,train_and_test,True,31631.jpg
32134,Pablo Picasso,1948,portrait,866.0,1088.0,692405.0,wikiart,Surrealism,Claude with a ball,train_and_test,True,62151.jpg
32178,Zdislav Beksinski,,symbolic painting,990.0,951.0,113363.0,wikiart,Surrealism,Untitled,train_and_test,True,85515.jpg
32187,Pablo Picasso,1930,genre painting,865.0,1088.0,328319.0,wikiart,Surrealism,Acrobat,train_and_test,True,75896.jpg
32223,Pablo Picasso,1908,portrait,864.0,1088.0,388804.0,wikiart,Naïve Art (Primitivism),Farm woman,train_and_test,True,52553.jpg
32224,Pablo Picasso,1917,animal painting,1088.0,864.0,466128.0,wikiart,Expressionism,Gutted horse,train_and_test,False,13915.jpg
32225,Pablo Picasso,,portrait,864.0,1088.0,467549.0,wikiart,Surrealism,Head of the man,train_and_test,True,56908.jpg
32226,Pablo Picasso,,nude painting (nu),1088.0,864.0,467720.0,wikiart,Expressionism,Sleeping man and sitting woman,train_and_test,False,50016.jpg
32229,Pablo Picasso,1948,portrait,864.0,1088.0,374665.0,wikiart,Surrealism,Woman sitting in an armchair,train_and_test,True,96539.jpg
32230,Pablo Picasso,1939,portrait,864.0,1088.0,512966.0,wikiart,Surrealism,The yellow shirt (Dora Maar),train_and_test,True,45404.jpg
32330,Pablo Picasso,1929,nude painting (nu),862.0,1088.0,512554.0,wikiart,Surrealism,Seated bather on the beach,train_and_test,True,24125.jpg
32331,Pablo Picasso,1901,portrait,862.0,1088.0,492242.0,wikiart,Impressionism,Woman with feathered hat,train_and_test,False,42603.jpg
32332,Pablo Picasso,1937,portrait,862.0,1088.0,652002.0,wikiart,Surrealism,Crying woman,train_and_test,True,45124.jpg
32375,Pablo Picasso,1939,portrait,861.0,1088.0,675139.0,wikiart,Surrealism,Woman sitting in an armchair,train_and_test,False,4499.jpg
32376,Pablo Picasso,1944,still life,1088.0,861.0,476793.0,wikiart,Cubism,Glass and pitcher,train_and_test,True,24943.jpg
32377,Pablo Picasso,1933,design,861.0,1088.0,543237.0,wikiart,Surrealism,"Model for the cover of ""Minotaur""",train_and_test,True,9695.jpg
32393,Pablo Picasso,1963,genre painting,792.0,1182.0,315291.0,wikiart,Surrealism,Painter and his model,train_and_test,True,25891.jpg
32419,Zdislav Beksinski,,symbolic painting,945.0,990.0,91360.0,wikiart,Surrealism,Untitled,train_and_test,True,19478.jpg
32450,Gustave Dore,,religious painting,1024.0,913.0,480331.0,wikiart,Romanticism,The Army Appears in the Heavens,train_and_test,True,100114.jpg
32465,Pablo Picasso,1909,still life,859.0,1088.0,411642.0,wikiart,Analytical Cubism,Still life with bottle of  Anis del Mono,train_and_test,True,87882.jpg
32466,Pablo Picasso,c.1912,portrait,859.0,1088.0,276273.0,wikiart,Analytical Cubism,Woman sitting in an armchair,train_and_test,True,42235.jpg
32467,Pablo Picasso,1954,portrait,859.0,1088.0,662659.0,wikiart,Expressionism,Portrait of Sylvette David,train_and_test,True,16122.jpg
32469,Pablo Picasso,c.1908,nude painting (nu),859.0,1088.0,322101.0,wikiart,Cubism,Seated nude,train_and_test,True,10758.jpg
32470,Pablo Picasso,c.1954,portrait,859.0,1088.0,253226.0,wikiart,Cubism,Portrait of Sylvette David,train_and_test,False,52387.jpg
32471,Pablo Picasso,1909,genre painting,859.0,1088.0,400194.0,wikiart,Analytical Cubism,Woman with a Mandolin,train_and_test,True,78494.jpg
32472,Pablo Picasso,1909,portrait,859.0,1088.0,273511.0,wikiart,Analytical Cubism,Woman and pears (Fernande),train_and_test,False,13040.jpg
32473,Pablo Picasso,c.1945,genre painting,1088.0,859.0,492448.0,wikiart,Surrealism,The mass grave,train_and_test,False,65951.jpg
32563,Gustave Dore,,religious painting,1024.0,911.0,400506.0,wikiart,Romanticism,The Midianites Are Routed,train_and_test,True,68366.jpg
32564,Gustave Dore,,religious painting,1024.0,911.0,466594.0,wikiart,Romanticism,Samson Carries away the Gates of Gaza,train_and_test,False,80965.jpg
32579,Pablo Picasso,1934,nude painting (nu),857.0,1088.0,496057.0,wikiart,Surrealism,Female nude in the garden,train_and_test,True,53631.jpg
32580,Pablo Picasso,1901,portrait,857.0,1088.0,538973.0,wikiart,Impressionism,Portrait of Bibi la Purée,train_and_test,True,59521.jpg
32581,Pablo Picasso,1939,portrait,857.0,1088.0,687885.0,wikiart,Surrealism,Seated woman,train_and_test,True,62846.jpg
32582,Pablo Picasso,,nude painting (nu),1088.0,857.0,431075.0,wikiart,Expressionism,Sleeping man and sitting woman,train_and_test,True,70384.jpg
32605,Zdislav Beksinski,,cityscape,896.0,1040.0,378718.0,wikiart,Surrealism,Untitled,train_and_test,False,26201.jpg
32648,Gustave Dore,,religious painting,1024.0,909.0,484071.0,wikiart,Romanticism,The Israelites Slaughter the Syrians,train_and_test,True,85919.jpg
32650,Gustave Dore,,religious painting,1024.0,909.0,442277.0,wikiart,Romanticism,The Israelites Cross the Jordan River,train_and_test,True,70487.jpg
32673,Pablo Picasso,,cityscape,855.0,1088.0,722635.0,wikiart,Expressionism,A blue house,train_and_test,True,10900.jpg
32696,Gustave Dore,,religious painting,1024.0,908.0,442709.0,wikiart,Romanticism,Daniel's Vision of the Four Beasts,train_and_test,True,43345.jpg
32698,Zdislav Beksinski,,symbolic painting,939.0,990.0,69827.0,wikiart,Surrealism,Untitled,train_and_test,True,28563.jpg
32715,Pablo Picasso,1920,still life,854.0,1088.0,438805.0,wikiart,Cubism,Bowl of Fruit and Guitar,train_and_test,True,11280.jpg
